rest_name,locality,cost_for_two,rating,cuisines
Spicy Menu                                     ,HSR,250,                                         -                                     ,"['Chinese', 'Thai']"
Zafraani                                     ,Rammurthy Nagar,500,                                         -                                     ,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
Sri Balaji Juice And Chats                                     ,Vijay Nagar,400,                                         -                                     ,"['Fast Food', 'Beverages']"
Stand View Cake N Snack                                     ,Indiranagar,300,                                         -                                     ,"['Fast Food', 'Beverages']"
Homemadefoodlovers                                     ,Whitefield,150,                                         -                                     ,"['Bengali', 'North Indian']"
Best Tea Cafe                                     ,Frazer Town,400,                                         -                                     ,['Cafe']
Kolakata Biryani Cafe                                     ,BTM,400,                                         -                                     ,"['Chinese', 'North Indian', 'Biryani', 'Rolls']"
Shivani Organic Cafe                                     ,Vijay Nagar,500,                                         -                                     ,"['Cafe', 'Juices', 'Healthy Food']"
Mr Cane Corn'n Cup                                     ,Marathahalli,200,                                         -                                     ,['Street Food']
Hungry Bite Cafe                                     ,Banaswadi,300,                                         -                                     ,"['Fast Food', 'Beverages']"
Tasty Corner                                      ,Rajarajeshwari Nagar,300,                                         -                                     ,"['Chinese', 'Fast Food']"
Food Junction                                     ,Kengeri,350,                                         -                                     ,"['North Indian', 'Chinese']"
Sri Krishna Chats & Bonda Bazar                                     ,Uttarahalli,150,                                         -                                     ,"['Fast Food', 'Juices']"
S.L.V Tiffin Room                                     ,City Market,150,                                         -                                     ,['South Indian']
Hotel Blue Land                                     ,Indiranagar,200,                                         -                                     ,['South Indian']
Take Us Away                                     ,Koramangala 5th Block,400,                                         -                                     ,['Continental']
Gobble Up                                     ,Bannerghatta Road,200,                                         -                                     ,"['Chinese', 'Street Food']"
Punjabi Chulha                                     ,Whitefield,400,                                         -                                     ,['North Indian']
The Cookout Leauge                                     ,BTM,200,                                         -                                     ,"['Chinese', 'BBQ']"
Orbis Market Kitchen                                     ,"Forum Neighbourhood Mall, Whitefield",600,                                         -                                     ,['Arabian']
Ammayi Thakkaram                                     ,BTM,400,                                         -                                     ,"['Kerala', 'South Indian']"
Kickshack                                     ,Yelahanka,600,                                         -                                     ,"['Cafe', 'Continental']"
Hotel Select                                     ,Shanti Nagar,250,                                         -                                     ,['South Indian']
Sweetooth Bakes                                     ,Hennur,600,                                         -                                     ,['Bakery']
Kaffee Klatsch                                     ,Malleshwaram,300,                                         -                                     ,['Cafe']
Mr.Khana Khazana                                     ,HSR,400,                                         -                                     ,['North Indian']
Starve Nights                                     ,Bellandur,450,                                         -                                     ,"['Biryani', 'Chinese', 'North Indian']"
The Chola                                     ,Frazer Town,200,                                         -                                     ,"['Biryani', 'Chinese', 'Fast Food', 'Kebab']"
Galaxy Kebabs & Curries                                     ,Electronic City,650,                                         -                                     ,"['North Indian', 'Kebab', 'Seafood', 'Chinese']"
Taste of Coastal                                     ,Whitefield,300,                                         -                                     ,"['South Indian', 'North Indian']"
Hare Krishna Kuteera                                     ,Malleshwaram,200,                                         -                                     ,['South Indian']
Raspberry                                     ,International Airport,500,                                         -                                     ,"['Chinese', 'South Indian', 'North Indian']"
Magic Masala                                     ,JP Nagar,600,                                         -                                     ,"['North Indian', 'Chinese', 'Fast Food']"
Swiss Naturals                                     ,"Galaxy Club, Brigade Gateway, Malleshwaram",250,                                         -                                     ,"['Ice Cream', 'Desserts']"
Darjeeling Momo's Center                                     ,Yeshwantpur,150,                                         -                                     ,"['Chinese', 'Rolls']"
Mysore Chat Center                                     ,Ejipura,250,                                         -                                     ,['Street Food']
Vydehi Green Park Multicuisine Restaurant                                     ,Whitefield,400,                                         -                                     ,"['North Indian', 'South Indian', 'Chinese']"
Aishwarya Bar and Restaurant                                     ,Indiranagar,800,                                         -                                     ,['Finger Food']
Reddy's Hotel                                     ,Indiranagar,150,                                         -                                     ,['Andhra']
Hyderabadi Biryummy House                                     ,"Foodstreet, Whitefield",300,                                         -                                     ,"['Hyderabadi', 'Biryani']"
Purple Cafe                                     ,Kammanahalli,300,                                         -                                     ,"['Bakery', 'Fast Food', 'Desserts']"
"When Hunger Strikes, Batman Delivers!                                     ",HSR,400,                                         -                                     ,['Fast Food']
Green Mango Restaurant                                     ,BTM,300,                                         -                                     ,"['Kerala', 'South Indian']"
SLV Spice Up                                     ,Marathahalli,400,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Candy Cake                                     ,Jayanagar,500,                                         -                                     ,['Bakery']
Mehek E Punjab                                     ,HSR,400,                                         -                                     ,"['North Indian', 'Chinese']"
Gandharva Bakery and Sweets                                     ,Ulsoor,400,                                         -                                     ,['Bakery']
Topsy Turvey                                     ,Whitefield,900,                                         -                                     ,['Finger Food']
Dribzz Bakes & Cafe                                     ,BTM,200,                                         -                                     ,"['Fast Food', 'Chinese', 'Desserts']"
Oye Mithai                                     ,Koramangala 1st Block,200,                                         -                                     ,['Mithai']
Deli Nights                                     ,RT Nagar,500,                                         -                                     ,"['North Indian', 'Fast Food']"
Shayancafecito                                     ,Koramangala 5th Block,250,                                         -                                     ,"['North Indian', 'Mughlai']"
Wai Wai City                                     ,Bellandur,250,                                         -                                     ,['Chinese']
Bengaluru Donne Biriyani katte                                     ,Majestic,350,                                         -                                     ,"['Biryani', 'Chinese']"
Organo Fresh                                     ,"Inorbit Mall, Whitefield",150,                                         -                                     ,['Juices']
Wow Tasty Food                                     ,Frazer Town,300,                                         -                                     ,"['Chinese', 'Fast Food']"
Hotel Mahesh Bhavan                                     ,Marathahalli,200,                                         -                                     ,['South Indian']
Nidhish Upahar                                     ,Whitefield,200,                                         -                                     ,['South Indian']
The Healthy Bakes                                     ,Marathahalli,500,                                         -                                     ,"['Bakery', 'Desserts']"
9 Tea                                     ,Bannerghatta Road,200,                                         -                                     ,"['South Indian', 'Street Food', 'Tea']"
Natis                                     ,Sankey Road,500,                                         -                                     ,"['North Indian', 'Mughlai', 'Kebab']"
S-Cafe                                     ,New BEL Road,150,                                         -                                     ,['South Indian']
Malhari Juice & Chats                                     ,"Bangalore Central, Bellandur",300,                                         -                                     ,['Street Food']
The Veggies                                     ,Electronic City,200,                                         -                                     ,"['Chinese', 'North Indian']"
NYS Kitchen                                     ,Whitefield,300,                                         -                                     ,"['North Indian', 'Chinese']"
Foodie Born                                     ,Kammanahalli,300,                                         -                                     ,"['Bengali', 'Chinese', 'North Indian']"
Aroma Cafe                                     ,HSR,300,                                         -                                     ,"['Rolls', 'Sandwich']"
Namma Halli Mane Thindi                                     ,Hebbal,300,                                         -                                     ,['South Indian']
D-Ra's Delicacy                                     ,Koramangala 7th Block,400,                                         -                                     ,"['Chinese', 'Bakery']"
Lunchwala                                     ,Hennur,400,                                         -                                     ,"['North Indian', 'Bengali']"
Cheezy Subs & Sandwiches                                     ,Whitefield,350,                                         -                                     ,"['Fast Food', 'Sandwich']"
Khanapur Express                                     ,JP Nagar,500,                                         -                                     ,"['North Indian', 'Rajasthani']"
Mehendi                                     ,Residency Road,700,                                         -                                     ,"['North Indian', 'Chinese']"
Delicate Bites                                     ,Sarjapur Road,300,                                         -                                     ,"['Bakery', 'Desserts']"
Kivona's Kitchen                                     ,BTM,300,                                         -                                     ,['North Indian']
Ambur Dum Biriyani & Parota Centre                                     ,Whitefield,300,                                         -                                     ,['Biryani']
Sri Sai Juice And Chats                                     ,Kengeri,200,                                         -                                     ,"['Beverages', 'Chinese', 'Street Food']"
Sri Lakshmi Upahar                                     ,Kumaraswamy Layout,200,                                         -                                     ,['Chinese']
Rishab Bhawan                                     ,Jayanagar,150,                                         -                                     ,"['Fast Food', 'Street Food']"
Channappa Hotel                                     ,Mysore Road,400,                                         -                                     ,"['South Indian', 'Biryani']"
SKS Veg Corner                                     ,Hebbal,100,                                         -                                     ,['South Indian']
New Suruchi Hotel                                     ,Whitefield,200,                                         -                                     ,"['Bengali', 'North Indian']"
Night Punjabi Folk                                     ,Whitefield,200,                                         -                                     ,"['Continental', 'North Indian', 'Chinese']"
Kolkata Famous Roll                                     ,Rammurthy Nagar,200,                                         -                                     ,"['Street Food', 'Rolls']"
Royal Fast Food                                     ,Ejipura,300,                                         -                                     ,"['South Indian', 'Chinese']"
Nature Fresh Juice Centre                                     ,Shanti Nagar,200,                                         -                                     ,"['Beverages', 'Fast Food']"
New Ambur Biryani                                     ,Shanti Nagar,350,                                         -                                     ,['Biryani']
Gopalkala- The Authentic Aromas Of Healthy Home Food                                     ,Vijay Nagar,200,                                         -                                     ,"['South Indian', 'North Indian', 'Fast Food']"
New Kabadi Military Hotel                                     ,Magadi Road,350,                                         -                                     ,"['South Indian', 'Biryani']"
Vah Biryani                                     ,Bannerghatta Road,300,                                         -                                     ,"['Biryani', 'Chinese']"
F.M Biryani Paradise                                     ,Vijay Nagar,300,                                         -                                     ,['Biryani']
Cakeport                                     ,Magadi Road,500,                                         -                                     ,"['Bakery', 'Desserts']"
YummTumm                                     ,Whitefield,250,                                         -                                     ,['Bakery']
Bengalore Dum Biryani                                     ,Yeshwantpur,400,                                         -                                     ,['Biryani']
Sri Krishna Uphara                                     ,Vijay Nagar,250,                                         -                                     ,"['South Indian', 'Chinese']"
Foody's Take Away                                     ,Jayanagar,300,                                         -                                     ,"['Chinese', 'Biryani']"
Hotel Amarjothi                                     ,Bannerghatta Road,400,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Tea Break                                     ,Nagawara,300,                                         -                                     ,"['Fast Food', 'Beverages', 'Cafe']"
Super Hyderabadi Dum Biriyani & Combos                                     ,Electronic City,300,                                         -                                     ,"['South Indian', 'Biryani']"
Nomnom                                     ,Electronic City,400,                                         -                                     ,"['Kerala', 'North Indian', 'Chinese']"
Taste Buddies                                     ,Whitefield,400,                                         -                                     ,"['North Indian', 'Fast Food']"
Chai Moments                                     ,International Airport,200,                                         -                                     ,"['Cafe', 'Tea']"
MR Mess                                     ,Old Airport Road,300,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Blazing Burgers                                     ,Jalahalli,300,                                         -                                     ,"['Fast Food', 'Rolls']"
Health Box                                     ,Marathahalli,350,                                         -                                     ,['Healthy Food']
Tawakkal Mubarak Hotel                                     ,Old Airport Road,350,                                         -                                     ,['Mughlai']
Amma Family Restaurant                                     ,Sarjapur Road,400,                                         -                                     ,"['Kerala', 'South Indian']"
SLV Thindi Mane                                     ,Hennur,300,                                         -                                     ,"['South Indian', 'Chinese']"
Delicious Treat                                     ,Thippasandra,200,                                         -                                     ,['Fast Food']
Radhika Veg Delite                                     ,Shivajinagar,400,                                         -                                     ,"['South Indian', 'North Indian']"
Bigs Kitchen                                     ,Kammanahalli,200,                                         -                                     ,"['Fast Food', 'Pizza', 'Salad']"
Super Hyderabadi Dum Biriyani & Combos                                     ,Electronic City,300,                                         -                                     ,"['Biryani', 'South Indian', 'North Indian']"
Manjushree Upahar                                      ,Nagarbhavi,250,                                         -                                     ,['South Indian']
Homies                                     ,Whitefield,600,                                         -                                     ,['Chinese']
Barkat Family Restaurant                                     ,RT Nagar,400,                                         -                                     ,"['Biryani', 'Mughlai']"
Saras                                     ,Marathahalli,150,                                         -                                     ,['South Indian']
Karnataka Chicken Biryani Hotel                                     ,RT Nagar,200,                                         -                                     ,['Biryani']
Karnataka Chats                                     ,Majestic,200,                                         -                                     ,['Street Food']
Sherin Ice Palace                                     ,Sanjay Nagar,250,                                         -                                     ,"['Ice Cream', 'Desserts']"
Sai Sangam Chats                                     ,Rajajinagar,100,                                         -                                     ,['Street Food']
New Karnataka Hindu Military Hotel                                     ,Rajajinagar,300,                                         -                                     ,['South Indian']
Anchal Rolls Corner                                     ,Mysore Road,200,                                         -                                     ,"['Fast Food', 'Rolls']"
Nimma Dharwad Mane                                     ,Rajajinagar,300,                                         -                                     ,['South Indian']
Mayuri Spices                                     ,Marathahalli,800,                                         -                                     ,"['Andhra', 'Chinese', 'North Indian']"
Swagatam Dakshin Foods                                     ,Marathahalli,500,                                         -                                     ,"['South Indian', 'North Indian']"
Food Zone                                     ,Yelahanka,300,                                         -                                     ,"['Chinese', 'North Indian']"
Sri Gajanan Juice Centre                                     ,Seshadripuram,150,                                         -                                     ,['Beverages']
Shri Vinayaka Ice N Juice                                     ,Seshadripuram,200,                                         -                                     ,['Beverages']
Chandra Pani Puri                                     ,KR Puram,100,                                         -                                     ,"['Street Food', 'Fast Food']"
Soul Fiesta                                     ,Kanakapura Road,400,                                         -                                     ,"['Andhra', 'Beverages', 'Juices']"
Juice Magic                                     ,RT Nagar,100,                                         -                                     ,"['Juices', 'Desserts']"
Ruchir Restaurant                                     ,Whitefield,150,                                         -                                     ,['North Indian']
Food Truck Moshpit                                     ,Indiranagar,300,                                         -                                     ,['Fast Food']
Shree Alva's Delicacy                                     ,Whitefield,400,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
A-1 Dum Biryani                                     ,Basaveshwara Nagar,250,                                         -                                     ,['Biryani']
Samudra Restaurant                                     ,Rajajinagar,400,                                         -                                     ,['North Indian']
Juice Adda                                     ,Rajajinagar,200,                                         -                                     ,['Beverages']
Briyolls                                      ,BTM,400,                                         -                                     ,['Fast Food']
Hotel Bhuvaneshwari                                     ,Whitefield,350,                                         -                                     ,['North Indian']
Cane Hut                                     ,Whitefield,100,                                         -                                     ,"['Beverages', 'Juices', 'Street Food']"
Kolkata Hot Roll                                     ,Indiranagar,300,                                         -                                     ,"['North Indian', 'Rolls']"
Sri Annalakshmi                                     ,Bannerghatta Road,200,                                         -                                     ,"['South Indian', 'North Indian']"
The Green Cube's Express                                     ,Whitefield,350,                                         -                                     ,['Fast Food']
Swathi Cool Point                                     ,Banashankari,200,                                         -                                     ,"['Beverages', 'Juices']"
Karnataka Biryani Point                                     ,Jalahalli,300,                                         -                                     ,['Biryani']
Pavitra Hotel                                     ,Jalahalli,250,                                         -                                     ,['South Indian']
Sri Ganesha Bombay Vada Pav Corner                                     ,Jalahalli,200,                                         -                                     ,"['Street Food', 'Maharashtrian']"
Sri Manjunatha Bakery and Sweets                                     ,Kumaraswamy Layout,450,                                         -                                     ,"['Bakery', 'Mithai']"
The Tandoor Bhatti                                     ,Rammurthy Nagar,400,                                         -                                     ,"['North Indian', 'Chinese']"
New S.M. Family Restaurant                                     ,Yelahanka,200,                                         -                                     ,"['North Indian', 'Chinese']"
Cafe King                                     ,Rajajinagar,100,                                         -                                     ,"['Beverages', 'Tea']"
Hunger Nights                                     ,JP Nagar,400,                                         -                                     ,"['Chinese', 'North Indian']"
Pasta Twist                                     ,"Bangalore Central, Bellandur",400,                                         -                                     ,"['Italian', 'Fast Food']"
Pulse Juice Bar                                     ,Yeshwantpur,200,                                         -                                     ,"['Ice Cream', 'Juices', 'Sandwich', 'Pizza']"
Cool Corner                                     ,HSR,200,                                         -                                     ,['Juices']
Virgins                                     ,Ejipura,150,                                         -                                     ,['Fast Food']
SMM Pizzeria                                     ,Basavanagudi,300,                                         -                                     ,"['Fast Food', 'Pizza']"
Sri Vasavi Bangarpet Chats                                     ,New BEL Road,300,                                         -                                     ,['Fast Food']
New Kolkata Style Famous Roll                                     ,Whitefield,200,                                         -                                     ,"['North Indian', 'Rolls']"
Oriental Fusion                                     ,Electronic City,700,                                         -                                     ,"['American', 'Continental']"
Kolkata Hot Rolls                                     ,Nagawara,200,                                         -                                     ,"['Street Food', 'Rolls']"
Lakshmi Hotel                                     ,Ulsoor,300,                                         -                                     ,"['South Indian', 'Biryani']"
Southern Spice                                     ,KR Puram,800,                                         -                                     ,"['North Indian', 'South Indian']"
Sri Krishna The Dhaba                                     ,Richmond Road,200,                                         -                                     ,"['North Indian', 'Street Food', 'Fast Food']"
Sambram                                     ,JP Nagar,800,                                         -                                     ,"['Biryani', 'North Indian']"
Papa Khan Biryani                                     ,Bannerghatta Road,300,                                         -                                     ,"['Biryani', 'Mughlai']"
Bhama New2De                                     ,Brookefield,200,                                         -                                     ,"['North Indian', 'Chinese', 'Italian']"
Copper Cafe & Grill                                     ,HSR,500,                                         -                                     ,"['Cafe', 'North Indian', 'Continental']"
New Samvrudhi Bhavan                                     ,Mysore Road,250,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Shree Annapoorneshwari                                     ,Vijay Nagar,250,                                         -                                     ,['South Indian']
A Baker's Confession                                     ,Kalyan Nagar,400,                                         -                                     ,['Bakery']
Sri Ganesh Juice Centre                                     ,Vijay Nagar,200,                                         -                                     ,"['Beverages', 'Street Food']"
New Biriyani Paradise                                     ,Majestic,400,                                         -                                     ,"['Biryani', 'Chinese', 'North Indian']"
Linnet Bar & Restaurant                                     ,Banashankari,500,                                         -                                     ,"['Fast Food', 'Finger Food']"
Multi Kitchen                                     ,BTM,300,                                         -                                     ,"['North Indian', 'Chinese']"
Sri Sai Restaurant                                     ,BTM,300,                                         -                                     ,"['South Indian', 'Seafood']"
Swaadh                                     ,Electronic City,300,                                         -                                     ,"['South Indian', 'North Indian', 'Kerala', 'Chinese']"
Basava Hotel                                     ,BTM,200,                                         -                                     ,['South Indian']
Shalimar Chaska                                     ,Richmond Road,200,                                         -                                     ,"['Fast Food', 'Chinese']"
Shirisha                                     ,Thippasandra,250,                                         -                                     ,"['Sandwich', 'Juices']"
Panjukeshwara Juice Centre                                     ,Yeshwantpur,150,                                         -                                     ,"['Beverages', 'Juices']"
Sri Shyam Sweets & Snacks                                     ,JP Nagar,100,                                         -                                     ,"['Fast Food', 'Street Food']"
Karnataka Hindu Miltary Hotel                                     ,Rajarajeshwari Nagar,250,                                         -                                     ,['South Indian']
LXG Cafeteria                                     ,Indiranagar,400,                                         -                                     ,['Chinese']
Sapid Cafe                                     ,Hennur,250,                                         -                                     ,['Fast Food']
New Select Hotel                                     ,Jayanagar,150,                                         -                                     ,['South Indian']
Annam Ilaiyil                                     ,Bannerghatta Road,450,                                         -                                     ,['South Indian']
Cool Juice Corner                                     ,Banashankari,150,                                         -                                     ,"['Juices', 'Fast Food']"
Comboeats                                     ,HSR,550,                                         -                                     ,"['Chinese', 'Continental', 'Seafood', 'North Indian']"
Hotpot EggStacy Chinese                                     ,New BEL Road,250,                                         -                                     ,['Chinese']
Kaumudis Juoice                                     ,Banashankari,150,                                         -                                     ,"['Beverages', 'Fast Food', 'Juices']"
Royal Restraurant                                     ,JP Nagar,250,                                         -                                     ,"['Fast Food', 'Biryani']"
Hotel New Karthik                                     ,Rajarajeshwari Nagar,150,                                         -                                     ,['South Indian']
Al-Shadab Cafe                                     ,Kammanahalli,200,                                         -                                     ,"['Biryani', 'Kebab']"
Cafe De Dakshin                                     ,Yelahanka,500,                                         -                                     ,"['Cafe', 'Fast Food']"
Cake Mane                                     ,Marathahalli,400,                                         -                                     ,['Bakery']
Sparkling Snacks Bar                                     ,CV Raman Nagar,200,                                         -                                     ,"['Fast Food', 'Beverages']"
Jiffy Fast Food                                     ,Bannerghatta Road,200,                                         -                                     ,"['Arabian', 'Juices']"
Dips                                     ,"Elements Mall, Nagawara",250,                                         -                                     ,['Fast Food']
Pulpy Ninja                                     ,Koramangala 6th Block,150,                                         -                                     ,"['Fast Food', 'Beverages']"
Stajasia Ahara                                     ,Bannerghatta Road,100,                                         -                                     ,['Mexican']
Curries & Pickles                                     ,Bommanahalli,300,                                         -                                     ,"['Andhra', 'Chinese']"
Sree Ganesha Fruit Juice Centre                                     ,Jayanagar,100,                                         -                                     ,['Juices']
Regal Cafe                                     ,BTM,200,                                         -                                     ,"['Street Food', 'Juices']"
Bhojana Restaurant                                     ,Whitefield,250,                                         -                                     ,"['Andhra', 'South Indian']"
Amrutha Restaurant                                     ,Bommanahalli,250,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Posto-The Authentic Homemade Bengali Food                                     ,Whitefield,400,                                         -                                     ,['Bengali']
AULI                                     ,Thippasandra,500,                                         -                                     ,['Continental']
Foodoor                                     ,Yelahanka,250,                                         -                                     ,['North Indian']
Ice box                                     ,Frazer Town,200,                                         -                                     ,"['Ice Cream', 'Beverages', 'Fast Food']"
Lechem                                     ,Kalyan Nagar,600,                                         -                                     ,['North Indian']
Sai Sagar Food Court                                     ,Electronic City,300,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
M.B.M.& Lassi center                                     ,Basavanagudi,100,                                         -                                     ,['Beverages']
MS Ambur Hot Dum Biryani                                     ,Jalahalli,200,                                         -                                     ,['Biryani']
Bharat Momos                                     ,Shanti Nagar,100,                                         -                                     ,"['Tibetan', 'Momos']"
Richbite Indian Spice                                     ,"Bangalore Central, JP Nagar",500,                                         -                                     ,['North Indian']
Ayaan Kolkata Biriyani                                     ,Yeshwantpur,200,                                         -                                     ,"['Biryani', 'Rolls']"
Cream & Basil                                     ,Jakkur,500,                                         -                                     ,['Cafe']
Kolkata Famous Kati Roll                                     ,Electronic City,150,                                         -                                     ,['Fast Food']
Sweenack Sweets                                     ,Kammanahalli,400,                                         -                                     ,['Mithai']
Parthvi's Kitchen                                      ,Basaveshwara Nagar,150,                                         -                                     ,['North Indian']
Juice And Joy                                     ,Jayanagar,150,                                         -                                     ,"['Beverages', 'Fast Food']"
Inhouse Burger                                     ,Whitefield,500,                                         -                                     ,"['Burger', 'Fast Food']"
Andhra Ruchies                                     ,New BEL Road,400,                                         -                                     ,"['Andhra', 'Biryani']"
Mukesh Sweet Centre                                     ,Banashankari,300,                                         -                                     ,['Mithai']
Bismilla Star Biriyani                                     ,Banaswadi,200,                                         -                                     ,"['Biryani', 'North Indian']"
India Natural Fresh Fruit Juice. Co                                     ,"Gopalan Arcade, Rajarajeshwari Nagar",150,                                         -                                     ,"['Beverages', 'Juices']"
Traffic Restaurant                                     ,Marathahalli,250,                                         -                                     ,['South Indian']
Royal Streak Foods                                     ,Wilson Garden,150,                                         -                                     ,"['Biryani', 'Kebab']"
Lassi Cafe                                     ,Koramangala 6th Block,250,                                         -                                     ,"['Fast Food', 'Beverages']"
Food Junction                                     ,Whitefield,100,                                         -                                     ,['Street Food']
Rip Cafe                                     ,Kanakapura Road,300,                                         -                                     ,['Cafe']
Crunchy Kitchen                                     ,Jakkur,300,                                         -                                     ,['Chinese']
Nrr Sidewalk Cafe                                     ,Old Airport Road,400,                                         -                                     ,"['Street Food', 'Beverages']"
Maa Sharda Hotel                                     ,Electronic City,350,                                         -                                     ,"['North Indian', 'Chinese']"
Eat Out Zone                                     ,Sanjay Nagar,250,                                         -                                     ,"['North Indian', 'Street Food']"
Oggarney                                     ,Sahakara Nagar,350,                                         -                                     ,"['Chinese', 'South Indian']"
Nawabi Tandoor Davasuni                                     ,Sahakara Nagar,250,                                         -                                     ,['North Indian']
RK Fast Food                                     ,BTM,300,                                         -                                     ,"['South Indian', 'Chinese']"
Jyoti's Kitchen-Donne Biryani                                     ,Electronic City,300,                                         -                                     ,"['South Indian', 'North Indian', 'Chinese']"
Hotel Gowdru Mane                                     ,Banaswadi,400,                                         -                                     ,"['South Indian', 'Mangalorean', 'Chinese', 'Juices']"
S.S Naati Style Hotel                                     ,Rajajinagar,300,                                         -                                     ,"['Biryani', 'South Indian']"
HOTEL VKM                                     ,BTM,300,                                         -                                     ,['South Indian']
Hotel Trupthi                                     ,Basavanagudi,200,                                         -                                     ,"['South Indian', 'Chinese', 'North Indian']"
Ambur Hot Dum Biriyani                                     ,Rajajinagar,250,                                         -                                     ,['Biryani']
Rraps                                     ,Electronic City,700,                                         -                                     ,"['Chinese', 'North Indian']"
Sri Krishna Delight                                      ,BTM,250,                                         -                                     ,"['North Indian', 'South Indian']"
Karavalli Bites                                     ,Nagawara,400,                                         -                                     ,"['Mangalorean', 'Seafood']"
Toasted Chapter 1                                     ,Domlur,250,                                         -                                     ,['Fast Food']
Chillax Point                                     ,Bannerghatta Road,300,                                         -                                     ,"['North Indian', 'Chinese']"
Burritto                                     ,Marathahalli,200,                                         -                                     ,['Chinese']
Quality Dum Biriyani                                     ,Sahakara Nagar,250,                                         -                                     ,['Biryani']
Trimit                                     ,Hebbal,200,                                         -                                     ,"['Fast Food', 'Chinese', 'North Indian']"
