rest_name,locality,cuisines,cost_for_two,rating
Stark Bistro                                     ,HSR,"['Continental', 'North Indian', 'Chinese', 'Burger', 'Pizza', 'Salad']","1,000",3.6
Wood Fire Pizza                                     ,HBR Layout,['Pizza'],350,3.1
7 Hills Garden Restaurant                                     ,Banashankari,"['North Indian', 'Mughlai', 'Chinese']",400,3.3
Iceberg Icecreams                                     ,Basavanagudi,"['Desserts', 'Ice Cream']",250,4
Lassi Shop                                     ,JP Nagar,"['Ice Cream', 'Beverages']",80,                                         -                                     
Skytouch Le Cafe                                     ,JP Nagar,"['Cafe', 'Italian', 'Desserts']",700,3.7
Ganesh Restaurant                                     ,Koramangala 5th Block,"['Chinese', 'Street Food']",300,3.7
Dakshin                                     ,Wilson Garden,['South Indian'],450,3.5
Karavali Family Restaurant                                     ,Jayanagar,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']",500,3.5
Delight Fast Food & Restaurant                                     ,Yeshwantpur,"['North Indian', 'Chinese']",550,2.8
New Mughal Darbar                                     ,Yelahanka,"['North Indian', 'Chinese', 'Mughlai']",400,3.4
For You Family Restaurant                                     ,Rammurthy Nagar,"['Kerala', 'South Indian', 'Chinese', 'North Indian']",350,3.8
Bawarchi Inn                                     ,BTM,"['North Indian', 'Biryani', 'Andhra', 'Chinese']",600,3.1
Ganesh Restaurant                                     ,Koramangala 5th Block,"['Chinese', 'Street Food']",300,3.7
Dakshin                                     ,Wilson Garden,['South Indian'],450,3.5
Karavali Family Restaurant                                     ,Jayanagar,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']",500,3.5
Delight Fast Food & Restaurant                                     ,Yeshwantpur,"['North Indian', 'Chinese']",550,2.8
New Mughal Darbar                                     ,Yelahanka,"['North Indian', 'Chinese', 'Mughlai']",400,3.4
For You Family Restaurant                                     ,Rammurthy Nagar,"['Kerala', 'South Indian', 'Chinese', 'North Indian']",350,3.8
Bawarchi Inn                                     ,BTM,"['North Indian', 'Biryani', 'Andhra', 'Chinese']",600,3.1
Homemade Food                                     ,Indiranagar,['South Indian'],200,3.8
Hotel New Karavali                                     ,Hennur,"['Chinese', 'Mangalorean', 'Seafood', 'North Indian']",550,3.5
Desi Vibes                                     ,BTM,"['North Indian', 'Chinese']",600,3.7
Chef All Nite                                     ,BTM,"['Chinese', 'North Indian']",300,3.8
Haveli                                     ,Marathahalli,"['Biryani', 'North Indian', 'Mughlai']",700,3.7
Smoodies                                     ,Old Airport Road,['Juices'],300,3.7
Kesar Restaurant                                     ,JP Nagar,"['North Indian', 'Chinese', 'South Indian']",200,3.6
Bake Treat                                     ,Yelahanka,"['Bakery', 'Desserts']",300,3.2
Kabab Nation Corner                                     ,Brigade Road,"['Chinese', 'Arabian', 'Fast Food']",500,3.5
Bawarchi Khaana                                     ,Bellandur,"['North Indian', 'Chinese']",600,3.3
Hotel Empark                                     ,Wilson Garden,"['Chinese', 'North Indian', 'Arabian']",800,3.4
Hotel Sapthagiri                                     ,Marathahalli,"['Andhra', 'North Indian', 'Chinese']",700,3.6
Chocs Cafe                                     ,RT Nagar,"['Fast Food', 'Desserts', 'Beverages']",400,3.6
Udupi Garden                                     ,Jakkur,"['South Indian', 'Chinese', 'North Indian']",350,3.5
Ackley Kitchen                                     ,Kaggadasapura,"['Fast Food', 'Continental', 'Burger']",500,3.6
Naati Manae                                     ,"Bangalore Central, JP Nagar","['South Indian', 'Biryani']",500,3.1
Dhaba Express                                     ,HSR,"['Biryani', 'Fast Food', 'North Indian', 'Chinese']",400,3.7
Tisano Cafe                                     ,Bannerghatta Road,"['Cafe', 'Fast Food', 'Chinese', 'Continental']",500,3.8
Cheta's Kitchen                                     ,Yelahanka,"['Kerala', 'South Indian', 'Seafood']",350,3.9
