rest_name,locality,cost_for_two,rating,votes,cuisines
Donne Biryani House,Malleshwaram,300,3.8,59,"['Andhra', 'Biryani']"
Desi Chopstick,HSR,400,3.8,37,['North Indian']
Mizo Kitchen,Koramangala 5th Block,400,3.8,32,"['North Eastern', 'Chinese']"
Flavour of China,BTM,600,3.8,256,['Chinese']
Cupcake Couture,Whitefield,300,3.8,41,['Desserts']
Dolfin Multicuisine Family Restaurant,Sahakara Nagar,700,3.8,12,"['Seafood', 'North Indian', 'Andhra', 'Chinese', 'Continental']"
Zatar House,Electronic City,400,3.8,63,"['South Indian', 'North Indian', 'Chinese']"
Chai Darbaar,Thippasandra,250,3.8,27,"['South Indian', 'Chinese', 'Kerala']"
Peek a Brew,Sarjapur Road,400,3.8,29,"['Fast Food', 'Beverages']"
Pallavi Restaurant,Electronic City,500,3.8,502,"['Biryani', 'Chinese', 'Andhra']"
Mont Blanc Cafe,Bellandur,650,3.8,37,"['Cafe', 'Bakery', 'Italian']"
Happy Hours,Seshadripuram,300,3.8,25,"['Fast Food', 'Desserts']"
Marmaris,Electronic City,300,3.8,78,"['North Indian', 'Momos']"
Pizza Republic,Electronic City,500,3.8,272,"['Pizza', 'Fast Food']"
Fatso's,Brigade Road,650,3.8,75,"['Cafe', 'American', 'Italian', 'Burger']"
The Big Brownie Theory,"Varthur Main Road, Whitefield",350,3.8,30,"['Bakery', 'Desserts']"
King Punjabi Restaurant,BTM,300,3.8,53,['North Indian']
One Atria Cafe,Radisson Blu Atria,"1,600",3.8,111,"['South Indian', 'Continental', 'North Indian']"
Stop 'N' Joy,Banashankari,150,3.8,29,['Fast Food']
Sri Skanda Sagar,Kengeri,300,3.8,12,"['South Indian', 'North Indian', 'Chinese']"
Dreams Cafe - All Day English Food St.,Koramangala 1st Block,600,3.8,233,"['Cafe', 'Continental', 'Burger']"
New Kadai,Malleshwaram,700,3.8,46,"['North Indian', 'Chinese', 'Seafood']"
Kadai Crust - Amma Veetu Samayal,Indiranagar,700,3.8,264,"['Chettinad', 'South Indian', 'Biryani']"
Squeez Juice Bar,"Phoenix Market City Mall, Whitefield",150,3.8,106,"['Beverages', 'Sandwich', 'Desserts']"
Costa Coffee,Indiranagar,500,3.8,211,['Cafe']
Mangala Hotel,Sarjapur Road,300,3.8,30,"['Kerala', 'Chinese', 'North Indian']"
Spice Up,JP Nagar,600,3.8,148,['Chinese']
Brownie Points,Koramangala 4th Block,300,3.8,26,"['Bakery', 'Desserts']"
Chaat Adda,Jayanagar,200,3.8,18,['Street Food']
Berrylicious,JP Nagar,400,3.8,91,"['Ice Cream', 'Desserts', 'Bakery']"
Chokha Chowka,BTM,400,3.8,366,"['North Indian', 'Chinese']"
Krishna Sagar,BTM,300,3.8,52,"['South Indian', 'North Indian', 'Chinese']"
Sila Restaurant,Electronic City,750,3.8,518,"['Chinese', 'Seafood', 'North Indian', 'Biryani', 'Desserts']"
Nammura Upahara,JP Nagar,100,3.8,40,['South Indian']
The Podium Sports Bar,"Torq03, Marathahalli","1,200",3.8,28,"['Pizza', 'North Indian', 'Finger Food', 'Bar Food']"
Biryani & Kabab Corner,Marathahalli,450,3.8,33,"['North Indian', 'Chinese', 'Biryani', 'Andhra']"
Treat Kitchen,Thippasandra,400,3.8,81,"['North Indian', 'Chinese', 'Seafood']"
House of Chaaps,Whitefield,400,3.8,31,"['North Indian', 'Rolls']"
Roast 'N' Frost,Rajajinagar,200,3.8,35,"['Fast Food', 'Desserts']"
Tribal Cafe,International Airport,500,3.8,96,['Cafe']
Vaishali Deluxe,Banashankari,700,3.8,43,"['North Indian', 'Chinese']"
Srinidhi Sagar Delux,Mysore Road,500,3.8,36,"['South Indian', 'North Indian', 'Chinese']"
Wild Range Restaurant,Kammanahalli,600,3.8,45,"['North Indian', 'Chinese']"
Sai Santhi Cafe,Marathahalli,400,3.8,76,"['South Indian', 'North Indian', 'Chinese']"
Chopserve,Koramangala 1st Block,350,3.8,20,"['Rolls', 'BBQ']"
Dwaraka Grand,Kumaraswamy Layout,500,3.8,135,"['South Indian', 'Chinese', 'North Indian', 'Fast Food']"
Lucknowi Dabba,Koramangala 1st Block,300,3.8,37,"['Mughlai', 'Chinese', 'North Indian']"
Thanco's Natural Ice Cream,BTM,450,3.8,33,"['Ice Cream', 'Desserts']"
Delhi Walle,Marathahalli,300,3.8,634,"['North Indian', 'Street Food']"
The Rich Crust,Sahakara Nagar,600,3.8,46,"['Cafe', 'European', 'Continental']"
Punjab Calling,Electronic City,400,3.8,17,['North Indian']
The Bong Palate,BTM,300,3.8,68,"['Bengali', 'North Indian', 'Chinese']"
Tandoori Club,HSR,750,3.8,33,"['North Indian', 'Chinese', 'Continental']"
Potpourri Kitchen,Marathahalli,700,3.8,15,"['South Indian', 'Mughlai', 'North Indian', 'Beverages']"
Keto Kitchen,Kalyan Nagar,700,3.8,142,"['Healthy Food', 'Continental', 'North Indian']"
Deewar Family Restaurant and Bar,Vijay Nagar,"1,100",3.8,220,"['North Indian', 'Andhra', 'Chinese']"
KOTI  Andhra Cuisine,Rajarajeshwari Nagar,400,3.8,47,['Andhra']
Kairos,HSR,"1,000",3.8,63,"['Cafe', 'Italian', 'European']"
Mangalore Kitchen,Vijay Nagar,500,3.8,45,"['North Indian', 'Arabian', 'Chinese']"
Encyclofoodia,Bannerghatta Road,350,3.8,28,"['Kerala', 'North Indian']"
Rolls Mania,Whitefield,450,3.8,122,"['Rolls', 'Fast Food']"
Masala Central,Frazer Town,300,3.8,85,"['North Indian', 'Beverages']"
Kitchen King,Nagawara,400,3.8,317,"['Rolls', 'Fast Food', 'Biryani']"
Kannur Restaurant,Kammanahalli,400,3.8,65,"['South Indian', 'North Indian', 'Kerala']"
Saarangi Fine Dining,The Royal Comfort,450,3.8,290,"['North Indian', 'Chinese', 'South Indian']"
Donne Biriyani Mane,Basaveshwara Nagar,300,3.8,181,['Biryani']
Sri Saravana Bhavan,BTM,200,3.8,37,['South Indian']
The Blackboard Bakery,Lavelle Road,"1,000",3.8,99,"['Cafe', 'Bakery', 'Continental']"
Cravingz,"Mantri Square, Malleshwaram",400,3.8,16,"['Fast Food', 'Beverages']"
T3H Cafe,Banashankari,300,3.8,91,"['Cafe', 'Italian', 'American']"
Davanagere Butter Dosa Hotel,Basaveshwara Nagar,150,3.8,45,['South Indian']
Daily Sushi,Whitefield,900,3.8,67,"['Korean', 'Sushi']"
The 90s Hash House,BTM,500,3.8,63,['Cafe']
J B Bakery,RT Nagar,200,3.8,45,['Bakery']
Mother's Meal,CV Raman Nagar,200,3.8,134,['North Indian']
Spice Kitchen,Kalyan Nagar,750,3.8,325,"['Andhra', 'Biryani', 'Seafood', 'North Indian']"
Kumbakonam Degree Coffee,Indiranagar,200,3.8,67,"['South Indian', 'Fast Food']"
Momo Mania,Brookefield,300,3.8,30,"['Momos', 'Fast Food']"
Iyer's Tiffin Centre,Banashankari,150,3.8,61,"['South Indian', 'Chinese']"
Sitara Veg Restaurant,Electronic City,400,3.8,427,"['South Indian', 'North Indian', 'Chinese']"
Cheesy Juicy Burgers,HSR,300,3.8,24,"['Fast Food', 'Burger', 'Sandwich', 'Beverages']"
Nandhanam Restaurant,HSR,300,3.8,9,"['South Indian', 'Kerala']"
Chetai,Hennur,400,3.8,22,"['Kerala', 'North Indian']"
Chandu Dhaba,HSR,250,3.8,40,"['Street Food', 'Chinese', 'Fast Food']"
Polamma's Mess,Koramangala 7th Block,300,3.8,28,"['North Indian', 'Chinese', 'Biryani']"
Naidu Biriyani Hut,Yeshwantpur,400,3.8,65,"['North Indian', 'Chinese', 'South Indian']"
Cafe Aladdin,St. Marks Road,500,3.8,75,"['Cafe', 'Chinese']"
Sukh Sagar,Majestic,500,3.8,259,"['South Indian', 'North Indian']"
Gelato Pazzo,BTM,200,3.8,47,['Desserts']
Cream Byte Indo Italian Cafe,Rajarajeshwari Nagar,650,3.8,278,"['Cafe', 'Italian', 'Beverages']"
Five Star Cafe,Indiranagar,350,3.8,29,['Fast Food']
Kalpavruksha Naati Mane,CV Raman Nagar,250,3.8,41,['South Indian']
Kabab Mehal,JP Nagar,400,3.8,243,"['North Indian', 'Chinese', 'Kebab', 'Juices']"
Dilll Se Delhiii,RT Nagar,400,3.8,85,['North Indian']
Tree Top,Wilson Garden,"1,000",3.8,80,"['Continental', 'Chinese', 'North Indian', 'South Indian']"
Tiwari's,Jayanagar,200,3.8,72,"['North Indian', 'Street Food']"
Tango,Basaveshwara Nagar,200,3.8,51,['Fast Food']
Hotel Malabar,Kaggadasapura,250,3.8,43,['Kerala']
Hunger Chase,Sahakara Nagar,300,3.8,38,"['South Indian', 'Chinese', 'Momos']"
Tandoor-De-Naal,BTM,200,3.8,35,['Fast Food']
Majaa Thindi,New BEL Road,100,3.8,37,['South Indian']
Greens Veg,Kumaraswamy Layout,200,3.8,58,['South Indian']
Just Bake,Koramangala 5th Block,400,3.8,125,['Bakery']
The Park East 01,Race Course Road,750,3.8,53,"['North Indian', 'Chinese']"
Malenadu Kitchen,Kanakapura Road,700,3.8,177,"['South Indian', 'North Indian', 'Chinese']"
Shree Mandarathi Grand,Uttarahalli,400,3.8,41,"['South Indian', 'North Indian']"
Game Of Tandoors,Marathahalli,400,3.8,245,"['North Indian', 'Rolls']"
South Parade - Olde Bangalore,Olde Bangalore,"1,600",3.8,24,"['Chinese', 'Asian', 'Continental', 'North Indian']"
Mira's Dial-A-Cake,Kanakapura Road,400,3.8,59,"['Desserts', 'Bakery']"
Entree Cafe,Electronic City,400,3.8,61,"['Cafe', 'Desserts']"
Parathabox,Bellandur,150,3.8,63,"['Fast Food', 'North Indian']"
Lahe Lahe Santhe,Indiranagar,300,3.8,23,"['Cafe', 'Beverages']"
Food Palace,Kengeri,450,3.8,117,"['North Indian', 'Chinese', 'South Indian', 'Arabian']"
Soul Curry Restaurant,Electronic City,600,3.8,36,"['Andhra', 'Chinese', 'North Indian', 'Biryani']"
Fandom at Gilly's Redefined,"Gilly's Redefined, Koramangala 4th Block","1,500",3.8,116,['Finger Food']
Bun Town,Koramangala 5th Block,500,3.8,22,"['Cafe', 'Bakery']"
On The Nose,BTM,600,3.8,627,"['Cafe', 'Italian', 'Mexican', 'Chinese']"
Feaster,HSR,600,3.8,91,"['Continental', 'Asian', 'Chinese', 'Italian', 'North Indian']"
Parivar,Jayanagar,500,3.8,114,"['North Indian', 'Chinese']"
Sandwich Mama's And Frozen Monster,Jayanagar,250,3.8,55,"['Ice Cream', 'Beverages', 'Fast Food']"
Sri Krishna Cake Palace,Jalahalli,300,3.8,20,['Bakery']
Neetu's Kitchen,Bellandur,350,3.8,21,"['Bengali', 'North Indian']"
Yo Snacko,Kaggadasapura,250,3.8,42,"['Beverages', 'Fast Food']"
Hunger Hitman,Koramangala 5th Block,300,3.8,260,"['North Indian', 'Chinese']"
The Food Cottage,BTM,350,3.8,59,"['Hyderabadi', 'North Indian']"
Sahana's (Nati Style),Wilson Garden,350,3.8,51,['North Indian']
Kabab Palace,Rajajinagar,350,3.8,77,"['North Indian', 'Chinese', 'Kebab']"
The ThickShake Factory,Bellandur,350,3.8,56,"['Beverages', 'Juices']"
Sri Krishna Aramane,Kumaraswamy Layout,350,3.8,44,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
Barcode,Koramangala 4th Block,"1,300",3.8,172,"['South Indian', 'North Indian']"
Sprinkled,Kammanahalli,500,3.8,17,"['Bakery', 'Desserts']"
Indian Spice Food,Ulsoor,300,3.8,42,"['North Indian', 'Chinese']"
Ice N Fries Cafe,Sarjapur Road,200,3.8,51,"['Ice Cream', 'Fast Food', 'Burger', 'Pizza', 'Sandwich', 'Desserts', 'Beverages']"
Ashraya Upachar,KR Puram,350,3.8,97,"['South Indian', 'North Indian', 'Chinese']"
The Foodware Veg,Electronic City,400,3.8,19,['South Indian']
Neetu's Kitchen,Bellandur,350,3.8,21,"['Bengali', 'North Indian']"
Cafe Solaire - Golden Palms Hotel & Spa,Golden Palms Hotel & Spa,"1,200",3.8,58,"['Mughlai', 'North Indian']"
So-Fat's Dosas,BTM,200,3.8,43,['South Indian']
Dreamland Food Corner,Hennur,400,3.8,48,"['Fast Food', 'Desserts']"
Maja Food Truck,Indiranagar,100,3.8,15,['South Indian']
Kaapikada,Kammanahalli,250,3.8,33,"['Kerala', 'Fast Food', 'Beverages']"
Café High On Life,Rammurthy Nagar,400,3.8,28,['Cafe']
Grubshack,Yeshwantpur,"1,000",3.8,28,['Bakery']
Aditya Sweets,Whitefield,200,3.8,26,"['Mithai', 'Fast Food']"
Hotel Manu,HSR,400,3.8,345,"['South Indian', 'Kerala', 'Chinese', 'North Indian']"
Andhra Express,CV Raman Nagar,300,3.8,31,"['Andhra', 'Biryani', 'North Indian', 'Beverages']"
The Yummy Box,Marathahalli,200,3.8,31,"['North Indian', 'Chinese']"
Imli,Indiranagar,800,3.8,1860,"['North Indian', 'Street Food']"
Udupi Grand,Basavanagudi,300,3.8,77,"['South Indian', 'North Indian', 'Chinese']"
Ram Bhog,Marathahalli,200,3.8,24,"['Chinese', 'North Indian']"
The Yellow Chilli,"Best Western Hotel, Jayanagar","1,200",3.8,590,"['North Indian', 'Mughlai', 'Biryani']"
Grand Village,Basavanagudi,600,3.8,170,"['North Indian', 'Rajasthani']"
Punjab Mail,Malleshwaram,650,3.8,328,"['North Indian', 'Chinese', 'Beverages']"
Biriyani Bhatti,BTM,400,3.8,29,"['Chinese', 'Hyderabadi', 'North Indian']"
Eten,JP Nagar,600,3.8,32,"['Salad', 'Healthy Food']"
The Chennai Express,Indiranagar,250,3.8,172,"['South Indian', 'Chinese', 'North Indian']"
Dhadoom,Kalyan Nagar,400,3.8,26,['Fast Food']
Sutra - The Lalit Ashok Bangalore,"The Lalit Ashok Bangalore, Seshadripuram","2,200",3.8,275,"['Continental', 'Chinese']"
Umesh Donne Biryani Point,Sahakara Nagar,300,3.8,22,['Biryani']
Leela's Kitchen,Banaswadi,400,3.8,104,"['Kerala', 'South Indian', 'North Indian', 'Chinese']"
Amruta,Majestic,600,3.8,20,"['South Indian', 'North Indian', 'Chinese']"
Sagar Chats,Commercial Street,300,3.8,39,"['Chinese', 'Beverages', 'Street Food']"
The Biryani Paradise,Richmond Road,350,3.8,32,"['Biryani', 'South Indian']"
Maria Taste Circle,Marathahalli,450,3.8,681,"['South Indian', 'North Indian', 'Kerala', 'Seafood']"
Clove Rooftop,"Hotel Kandi Tree, Jayanagar","1,000",3.8,237,"['Konkan', 'Seafood']"
Cafe Royal,Rajarajeshwari Nagar,450,3.8,76,"['Italian', 'Fast Food', 'Pizza']"
Happy Singh,"Inorbit Mall, Whitefield",900,3.8,516,"['Chinese', 'North Indian']"
Foodies Delight,Whitefield,400,3.8,185,"['North Indian', 'Fast Food', 'Beverages']"
FNC Seafood,"Forum Mall, Koramangala",400,3.8,56,"['Seafood', 'Fast Food']"
Absolute Shawarma,Marathahalli,150,3.8,124,['Lebanese']
Hunger2Eat,BTM,400,3.8,29,"['Biryani', 'Fast Food', 'North Indian']"
Swathi,Rajajinagar,700,3.8,593,"['Andhra', 'North Indian', 'Chinese']"
Vijaya Cafe,Majestic,300,3.8,24,"['South Indian', 'North Indian']"
Ambur Star Briyani,Indiranagar,500,3.8,29,"['North Indian', 'Chinese', 'Biryani']"
Sri Sagar,Kammanahalli,300,3.8,30,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
Sri Sagar,Kammanahalli,300,3.8,30,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
Park N Eat,KR Puram,300,3.8,219,"['Chinese', 'North Indian']"
Biryani Miya,Koramangala 4th Block,600,3.8,44,"['Biryani', 'North Indian']"
Tawa Ghar Ka,HSR,350,3.8,335,['North Indian']
Kolkata Kathi Rolls,JP Nagar,150,3.8,24,['Rolls']
Namma Biriyani,Koramangala 5th Block,250,3.8,26,"['Biryani', 'Chinese', 'North Indian']"
MAP- My Appetite Place,HSR,600,3.8,30,"['North Indian', 'Italian', 'Chinese']"
Eatzgreen,Marathahalli,500,3.8,67,"['Healthy Food', 'South Indian', 'Fast Food', 'North Indian', 'Beverages']"
Ann Kosh,Rajarajeshwari Nagar,600,3.8,113,"['North Indian', 'Chinese', 'Biryani']"
Kaaram,"Eat Street, Koramangala 6th Block",500,3.8,331,"['Andhra', 'Biryani']"
BIB - Breakfast in the Box,HSR,600,3.8,211,"['American', 'Sandwich']"
Priyadarshini,Sarjapur Road,400,3.8,20,"['South Indian', 'North Indian', 'Chinese']"
Ritika's KKitchen,JP Nagar,350,3.8,106,"['Biryani', 'South Indian', 'Andhra']"
Le Chéri,Shanti Nagar,350,3.8,33,"['Bakery', 'Desserts']"
Holiday Village,Kanakapura Road,800,3.8,265,"['North Indian', 'Chinese']"
Food Zone,Basaveshwara Nagar,400,3.8,165,"['North Indian', 'Chinese']"
Rimo,Koramangala 5th Block,500,3.8,46,"['Tibetan', 'Asian', 'Momos']"
Maa Ki Chai,New BEL Road,100,3.8,29,['Tea']
Donne Biriyani Mane,Banaswadi,300,3.8,164,['Biryani']
Vinayaka Refreshments,Yeshwantpur,100,3.8,27,"['South Indian', 'Fast Food']"
Hyderabadi Biryani Utsav,Old Madras Road,600,3.8,275,"['Biryani', 'Hyderabadi', 'North Indian', 'Chinese']"
Sammaan Restaurant,Jalahalli,"1,000",3.8,178,"['North Indian', 'Chinese', 'Continental', 'Biryani']"
Niice Cream,Koramangala 5th Block,400,3.8,38,"['Ice Cream', 'Beverages', 'Desserts']"
New Udupi Upahar,Nagawara,300,3.8,102,"['South Indian', 'North Indian', 'Chinese']"
Sulaimani Chai,Koramangala 5th Block,100,3.8,21,"['Fast Food', 'Beverages']"
Sunehri,"Woodlands Hotel, Richmond Road",500,3.8,69,['South Indian']
FreshEats,Whitefield,400,3.8,18,"['North Indian', 'Thai', 'Continental']"
Achayyan's,Indiranagar,350,3.8,410,"['Kerala', 'South Indian']"
The Breakfast Truck,"Eat Street, Koramangala 6th Block",550,3.8,66,['Continental']
The Hundred Food Journey,"IMG Hotels, New BEL Road","1,100",3.8,47,"['Continental', 'Italian']"
New Prashanth Naati Style,Cunningham Road,400,3.8,33,"['South Indian', 'Biryani']"
Taj Restaurant,City Market,400,3.8,73,"['North Indian', 'Biryani']"
Sai Abhiruchi,BTM,800,3.8,347,"['Andhra', 'North Indian', 'Biryani']"
Shree Udupi Grand,Jayanagar,600,3.8,17,"['South Indian', 'North Indian', 'Chinese']"
Sarah's,Rammurthy Nagar,400,3.8,46,"['Fast Food', 'Desserts']"
Smacznego,Vijay Nagar,650,3.8,158,"['Cafe', 'Mexican', 'Italian', 'Momos']"
Traffic Jam,Nagawara,350,3.8,195,['North Indian']
Creme & Cheese,Koramangala 4th Block,850,3.8,18,['Desserts']
Chaat Xpress,Hennur,200,3.8,40,['Street Food']
Kunda Biryani,CV Raman Nagar,800,3.8,202,"['Hyderabadi', 'Biryani', 'North Indian']"
Royal Beans,Yeshwantpur,400,3.8,16,['Desserts']
Al Fanar,RT Nagar,350,3.8,54,"['Biryani', 'North Indian', 'Chinese']"
Risalo Grill House,Majestic,650,3.8,35,"['North Indian', 'Chinese']"
Punjab Junction,Kaggadasapura,350,3.8,332,['North Indian']
San Churro Cafe,Banashankari,800,3.8,948,"['Cafe', 'Mexican', 'Italian']"
Arogya Thaana,Whitefield,200,3.8,72,"['Beverages', 'Sandwich']"
Burger Man,Yelahanka,200,3.8,58,"['Fast Food', 'Burger']"
Hotel New Karavali,Banashankari,300,3.8,136,"['Mangalorean', 'South Indian', 'North Indian']"
Freshkicho,Bellandur,200,3.8,24,"['North Indian', 'South Indian', 'Chinese']"
Floured-Baked With Love,Banashankari,400,3.8,44,['Bakery']
Cafe Fattoush,BTM,700,3.8,24,"['Cafe', 'Lebanese']"
Nandanam Restaurant,Electronic City,400,3.8,61,"['North Indian', 'South Indian']"
Mysore Carnival Restaurant,Koramangala 6th Block,350,3.8,14,"['Chinese', 'Kerala', 'North Indian', 'South Indian']"
Fruit Face,Indiranagar,300,3.8,26,"['Fast Food', 'Street Food', 'Beverages']"
Hotel Prakruthi,Vijay Nagar,350,3.8,94,['South Indian']
Hotboxit,Banashankari,400,3.8,36,"['North Indian', 'Continental', 'Italian']"
Upsouth,"Orion East, Banaswadi",300,3.8,59,['South Indian']
Oz Pies,Bellandur,400,3.8,37,"['Australian', 'Continental']"
Refills Eatery And Beverages,BTM,400,3.8,97,"['North Indian', 'South Indian', 'Chinese']"
Cafe Soy,Indiranagar,250,3.8,49,['Asian']
Shree Shyam Sweets,Nagarbhavi,200,3.8,34,"['Street Food', 'Mithai', 'Desserts']"
Nizam's Biryani House,Marathahalli,700,3.8,782,"['Hyderabadi', 'Biryani']"
Ivy,Kumaraswamy Layout,600,3.8,214,"['North Indian', 'Chinese', 'Fast Food']"
Desi Dhaba,Electronic City,300,3.8,310,"['Chinese', 'North Indian']"
NH-1,Bellandur,600,3.8,382,['North Indian']
Rajaram Bakery,City Market,150,3.8,24,['Bakery']
Mist n Creams,Marathahalli,400,3.8,49,['Ice Cream']
Tarlette,HSR,500,3.8,17,"['Bakery', 'Fast Food']"
Troll,Indiranagar,300,3.8,103,"['Desserts', 'Ice Cream']"
Savi Sagar,Malleshwaram,450,3.8,139,"['North Indian', 'South Indian', 'Chinese', 'Street Food', 'Beverages']"
Lassi Centre,Yelahanka,150,3.8,34,['Beverages']
Pinxx - Royal Orchid Central,"Royal Orchid Central, MG Road","1,600",3.8,200,"['Italian', 'European']"
Hotel Brundavan,Bannerghatta Road,250,3.8,43,"['South Indian', 'North Indian', 'Chinese', 'Andhra']"
Mandya Gowdru Donne Biriyani,HSR,350,3.8,285,"['Biryani', 'South Indian']"
Gokul Veg,Basavanagudi,750,3.8,471,"['North Indian', 'Chinese', 'Beverages']"
King,Electronic City,300,3.8,581,"['North Indian', 'Chinese']"
Manchow,Bellandur,600,3.8,173,"['Chinese', 'Asian', 'Momos']"
White Horse,JP Nagar,400,3.8,183,"['North Indian', 'Mangalorean', 'Chinese']"
Shanthi Sagar,Basaveshwara Nagar,400,3.8,74,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Beverages']"
Cold Station,Rajajinagar,250,3.8,18,"['Fast Food', 'Desserts']"
Kadala Teera,Sarjapur Road,500,3.8,59,"['Seafood', 'Mangalorean']"
Srikrishna Bhavan,Banashankari,300,3.8,42,"['South Indian', 'North Indian', 'Chinese']"
New Shahi Kabab Roll Center,Indiranagar,250,3.8,25,['Rolls']
Smokey Tribe Restaurant,Koramangala 7th Block,650,3.8,273,"['North Eastern', 'Chinese']"
Four Seasons Fast Food Center,Malleshwaram,400,3.8,143,"['North Indian', 'Chinese', 'Biryani']"
Corner Huts,Bellandur,300,3.8,33,"['North Indian', 'Chinese', 'Biryani', 'South Indian']"
Kerala Mess Upahar,Bellandur,300,3.8,127,"['Kerala', 'Biryani', 'South Indian']"
Janahaar,Banashankari,100,3.8,70,['South Indian']
Sri Vishnu Grand & Garden Restaurant,Sarjapur Road,500,3.8,9,"['South Indian', 'North Indian', 'Fast Food']"
Strawbees,Kaggadasapura,350,3.8,54,"['Bakery', 'Desserts']"
Vijayas Biryani Palace,Whitefield,400,3.8,38,"['Biryani', 'Chinese', 'South Indian', 'North Indian']"
Abhiruchi,Kammanahalli,650,3.8,167,"['Andhra', 'Seafood', 'North Indian', 'Chinese']"
Pappu Chaiwalla,HSR,300,3.8,700,"['Fast Food', 'Tea', 'Beverages']"
Indian Food Court,Electronic City,400,3.8,237,"['North Indian', 'Chinese', 'Fast Food']"
Kitchen King Naati Style,Rajajinagar,500,3.8,27,['South Indian']
HomelyDelight,Brookefield,300,3.8,41,['North Indian']
Best Of Bengal,Marathahalli,300,3.8,236,['Bengali']
Taj Durbar,Jayanagar,400,3.8,91,"['North Indian', 'BBQ']"
Jobless Cafe,Yelahanka,250,3.8,26,"['Cafe', 'Fast Food']"
Chick 'N' Cone,Hebbal,250,3.8,32,"['Fast Food', 'Beverages']"
Hotel Karavali Food Point,Vijay Nagar,400,3.8,226,"['Mangalorean', 'South Indian', 'North Indian']"
Malgudi's Donne Biriyani,Rajajinagar,350,3.8,103,['Biryani']
Namaste Kitchen,Koramangala 5th Block,550,3.8,172,"['North Indian', 'South Indian', 'Chinese']"
Dosa Time,Sarjapur Road,200,3.8,114,['South Indian']
Bonfooder,Sarjapur Road,400,3.8,35,['North Indian']
Mahek Pizza,JP Nagar,400,3.8,38,['Pizza']
Azimmo Treat,HSR,700,3.8,44,"['North Indian', 'Chinese']"
Mandi,JP Nagar,800,3.8,568,['North Indian']
Red Stone Kitchen,Marathahalli,750,3.8,95,"['North Indian', 'Chinese', 'Seafood']"
Pavitra Paradise,Basaveshwara Nagar,200,3.8,46,"['Bakery', 'Desserts']"
Kitchen 6,Yelahanka,700,3.8,678,"['North Indian', 'Mughlai', 'Chinese']"
English Channel,The Royal Comfort,"1,200",3.8,50,['Finger Food']
Juice Junction Food Court,HSR,200,3.8,218,"['Juices', 'South Indian', 'Chinese', 'Fast Food']"
