rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
6546,DS Juice Café & Grill,HSR,200,3.3,69,3.409,"['Fast Food', 'Juices', 'Chinese']"
6093,Maddy's Katti Cafe,Rajajinagar,400,3.3,71,3.407,"['Fast Food', 'Beverages']"
6417,Mayuri Multicuisine Family Restaurant,KR Puram,750,3.3,71,3.407,"['Andhra', 'Biryani', 'North Indian']"
6469,Lassi Corner,Marathahalli,250,3.3,73,3.406,"['Beverages', 'Sandwich']"
6758,Sagar Kabab Corner,Yeshwantpur,300,3.2,38,3.404,"['North Indian', 'Chinese']"
6800,New Alameen Restaurant,Ulsoor,300,3.2,38,3.404,"['Kerala', 'North Indian', 'Chinese']"
6498,Andhra Ruchi's Restaurant,Whitefield,500,3.3,75,3.404,"['Andhra', 'North Indian', 'Biryani']"
6161,Deshi Fusion Pizza,Old Madras Road,750,3.3,76,3.403,"['Pizza', 'Chinese', 'Rolls']"
6769,Bharath Restaurant,Jalahalli,450,3.2,39,3.402,"['North Indian', 'Chinese']"
6069,S P Dum Biryani,Jeevan Bhima Nagar,400,3.3,77,3.402,['Biryani']
7050,One Stop MARATHA,Koramangala 6th Block,250,3.2,40,3.399,['Maharashtrian']
6854,Charlee's Chicken,Bannerghatta Road,300,3.2,40,3.399,"['Rolls', 'Chinese', 'Fast Food']"
6867,Sadi's Biriyani,Frazer Town,600,3.2,40,3.399,['Biryani']
6558,Café Delight,Marathahalli,400,3.2,40,3.399,"['Cafe', 'Italian']"
6793,Tiffanys,Shanti Nagar,"1,000",3.2,41,3.396,"['Continental', 'Italian', 'Chinese']"
6637,TFI - The Fresh Ice Cream,Bannerghatta Road,400,3.2,41,3.396,"['Ice Cream', 'Beverages']"
6371,Wakhra Swaad,Electronic City,300,3.3,85,3.395,"['North Indian', 'Biryani', 'Rolls', 'Beverages']"
6964,Krishna Grand,"Krishna Kuteer, HSR",200,3.2,42,3.394,['South Indian']
6742,Popat,Indiranagar,300,3.2,43,3.392,['North Indian']
6124,Happy Eat,Marathahalli,300,3.3,89,3.392,"['Biryani', 'Chinese', 'North Indian']"
5921,Give Me 5 Cafe,Indiranagar,500,3.3,90,3.392,"['Cafe', 'Healthy Food']"
6753,Paratha Merchant,Kumaraswamy Layout,300,3.2,44,3.389,['North Indian']
6111,Smoke-A-Pot,JP Nagar,600,3.3,94,3.389,"['Biryani', 'Kebab', 'Rolls']"
7012,The Kitchen Bandit,Koramangala 2nd Block,350,3.2,44,3.389,"['Chinese', 'North Indian', 'Fast Food']"
6682,Sardarji Ka Kitchen,New BEL Road,150,3.2,45,3.387,['North Indian']
6806,Sunny Spice Chinese Restaurant,Rajajinagar,650,3.2,45,3.387,"['Chinese', 'Thai', 'Seafood']"
6028,Pops Cake N Cafe,Yelahanka,400,3.3,100,3.385,"['Cafe', 'Desserts']"
6942,Best In Klass,Whitefield,200,3.2,47,3.383,['South Indian']
6706,The Retro,Koramangala 7th Block,300,3.2,47,3.383,"['Chinese', 'Burger']"
6840,1000 B.C,Koramangala 5th Block,300,3.2,49,3.378,"['Arabian', 'Sandwich', 'Rolls', 'Burger']"
7053,Food Ka Masti,Bannerghatta Road,400,3.2,50,3.376,"['North Indian', 'Chinese', 'South Indian']"
6357,Dindigul Time Pass Restaurant,HSR,700,3.3,117,3.376,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
6314,Mum’s Kitchen,Marathahalli,200,3.3,119,3.375,"['North Indian', 'South Indian']"
6550,Lychees Restaurant,Frazer Town,400,3.2,53,3.371,"['Fast Food', 'Rolls', 'Beverages']"
6607,Breadworks,Sahakara Nagar,500,3.2,53,3.371,"['Bakery', 'Cafe']"
6452,Rasoi,Banashankari,300,3.3,130,3.37,"['North Indian', 'Chinese']"
6096,Andhra Mess,Domlur,400,3.3,131,3.369,"['Andhra', 'Biryani', 'Chinese']"
6092,Hyderabadi Bawarchi,Bannerghatta Road,500,3.3,136,3.367,"['North Indian', 'Chinese', 'Biryani']"
6540,Pacheeze Cafe,KR Puram,500,3.3,136,3.367,"['Cafe', 'Italian', 'Chinese', 'Pizza', 'Burger', 'Fast Food']"
6749,Silver Spoon Restaurant,Hennur,400,3.2,55,3.367,"['North Indian', 'Chinese', 'Continental']"
7028,Foreign Café,Indiranagar,650,3.2,55,3.367,['Continental']
6279,Ambur Biriyani Classic,Electronic City,700,3.3,136,3.367,"['Biryani', 'South Indian', 'North Indian']"
6642,Andhra Food Cafe (AFC),Electronic City,250,3.2,56,3.365,"['Andhra', 'North Indian', 'South Indian']"
6819,Chaiwala,Koramangala 1st Block,100,3.2,57,3.363,"['Fast Food', 'Beverages']"
6839,Pappu Da Dhaba,Jayanagar,400,3.2,59,3.36,"['North Indian', 'Fast Food', 'Beverages', 'Momos']"
6935,Spice Garden by Dum Mast Biryani,Bellandur,550,3.2,59,3.36,"['North Indian', 'South Indian', 'Biryani', 'Continental']"
6888,Friend's Own,Whitefield,300,3.2,59,3.36,"['North Indian', 'Bengali', 'Chinese']"
6436,Damodar Seth,Marathahalli,600,3.3,158,3.36,"['Bengali', 'Chinese', 'North Indian']"
6700,Vishal Foods,Bannerghatta Road,250,3.2,60,3.358,"['Chinese', 'North Indian', 'Street Food']"
6741,Chef & Dine,Bannerghatta Road,700,3.2,60,3.358,"['North Indian', 'Arabian', 'Fast Food']"
6599,Longlive Pizza,Kaggadasapura,400,3.2,61,3.357,"['Pizza', 'Fast Food']"
6803,Tuba Rolls & Snacks,Electronic City,200,3.2,61,3.357,"['Chinese', 'Fast Food', 'North Indian', 'Rolls']"
7051,Taste Of Kolkata,BTM,400,3.2,61,3.357,"['Bengali', 'Chinese', 'Rolls']"
7294,Biriyani Adda,Rajajinagar,350,3.1,38,3.354,"['Biryani', 'Fast Food']"
7225,Take It!,Marathahalli,450,3.1,38,3.354,"['Continental', 'Chinese', 'Fast Food']"
6441,Kaati Zone,Marathahalli,350,3.3,186,3.352,"['Fast Food', 'Biryani', 'Rolls']"
6354,Tap House Resto Bar,Electronic City,"1,000",3.3,186,3.352,"['Chinese', 'North Indian']"
7054,Daily Bread,JP Nagar,600,3.2,64,3.352,"['Bakery', 'Fast Food', 'Italian']"
6748,The Brekkie Shop,MG Road,300,3.2,65,3.351,"['Healthy Food', 'Sandwich']"
5923,Chicken County,New BEL Road,400,3.3,194,3.351,"['Chinese', 'North Indian']"
7236,Bengalooru Tiffany's,JP Nagar,400,3.1,39,3.351,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
6287,Punjabi Food Point,Bellandur,450,3.3,200,3.349,"['North Indian', 'Mughlai', 'Biryani', 'Chinese']"
7365,Karavali Naati Mane,Sarjapur Road,350,3.1,40,3.348,['South Indian']
7181,Tandoor Nation,BTM,400,3.1,40,3.348,"['North Indian', 'Chinese']"
7245,Spicy Hut,KR Puram,350,3.1,40,3.348,"['North Indian', 'Chinese']"
6391,Biriyani Paradise,Yeshwantpur,450,3.3,211,3.347,"['Biryani', 'North Indian', 'Chettinad']"
6308,No More Hungry,Jeevan Bhima Nagar,450,3.3,216,3.346,['North Indian']
6608,Kairali Restaurant,CV Raman Nagar,350,3.2,68,3.346,"['North Indian', 'Chinese']"
6259,Mughal Restaurant,Brookefield,600,3.3,218,3.346,"['Mughlai', 'Chinese', 'Kerala']"
5986,Swad 'E' Punjab,Electronic City,500,3.3,220,3.345,"['North Indian', 'Chinese', 'Mughlai']"
5926,India Garden,Electronic City,550,3.3,221,3.345,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']"
6791,Hotel Halli Nenapu,"GT World Mall, Magadi Road",500,3.2,70,3.344,['South Indian']
6654,Abhiruchi Andhra Mess,Whitefield,300,3.2,70,3.344,"['Andhra', 'Biryani', 'South Indian']"
6266,Flavors of North,New BEL Road,400,3.3,242,3.342,"['North Indian', 'Chinese', 'Biryani']"
6278,Fresh 'N' Grills,Electronic City,500,3.3,240,3.342,"['North Indian', 'Chinese']"
6075,Wazir's,Shanti Nagar,500,3.3,262,3.339,"['North Indian', 'Chinese']"
7173,Nikki's,Sadashiv Nagar,600,3.1,43,3.338,"['Chinese', 'North Indian']"
7400,Crumbz Crunches,Electronic City,450,3.1,44,3.336,"['North Indian', 'Chinese']"
6598,Curries And Pickles,Kaggadasapura,350,3.2,76,3.336,"['Andhra', 'North Indian', 'Biryani']"
7278,Hyderabadi Zaiqa,Bellandur,700,3.1,44,3.336,"['Hyderabadi', 'North Indian', 'Biryani']"
6812,Shan-e-Punjabi Express,Whitefield,400,3.2,77,3.335,['North Indian']
6562,Salt And Spice,Electronic City,450,3.2,77,3.335,"['North Indian', 'Kerala']"
6175,Thiruvithamkoor Restaurant,Sarjapur Road,400,3.3,297,3.335,"['Kerala', 'Seafood', 'South Indian', 'Biryani']"
7101,Crispy Crust Pizza,Indiranagar,450,3.1,45,3.333,['Pizza']
6214,Food Zone,Marathahalli,300,3.3,322,3.333,"['North Indian', 'Chinese']"
5996,Kapoor's Biriyani,BTM,400,3.3,334,3.331,"['Biryani', 'North Indian']"
7209,Babu Moshai,Bannerghatta Road,500,3.1,46,3.33,"['Fast Food', 'Bengali']"
7126,Little Nature,Marathahalli,250,3.1,46,3.33,"['Juices', 'Ice Cream', 'Fast Food']"
7148,Odians,Marathahalli,500,3.1,46,3.33,"['North Indian', 'Chinese', 'Oriya']"
7437,24 Carats - The Capitol,"The Capitol, Cunningham Road","1,000",3.1,46,3.33,"['Asian', 'Continental']"
6756,Oasis,Mysore Road,300,3.2,82,3.329,"['North Indian', 'Kerala', 'Chinese']"
6360,Konaseema Grand,Whitefield,"1,000",3.3,379,3.328,"['North Indian', 'Mughlai', 'Andhra', 'Biryani']"
6660,Shivaan Restaurant,Kengeri,550,3.2,83,3.328,"['Chinese', 'North Indian', 'Seafood']"
7140,Punjab Di Shaan,HSR,450,3.1,47,3.327,['North Indian']
6271,Golden Restaurant,HSR,750,3.3,413,3.326,"['North Indian', 'Mughlai']"
6473,Melange - Hotel Ekaa,"Hotel Ekaa, Electronic City",900,3.3,437,3.325,"['North Indian', 'Chinese', 'Continental', 'Mangalorean']"
7060,Momo Rice Noodles,Domlur,600,3.2,87,3.324,"['Chinese', 'Momos']"
6052,Abhiruchi Hotel,Bannerghatta Road,550,3.3,473,3.323,"['Andhra', 'Biryani', 'North Indian', 'Chinese']"
5928,Olive - Era,Kumaraswamy Layout,650,3.3,522,3.321,"['Arabian', 'Chinese', 'North Indian']"
7132,Ghar Ki Rasoi,Indiranagar,500,3.1,50,3.32,"['North Indian', 'Chinese', 'Italian']"
6305,Aathurar,Jeevan Bhima Nagar,600,3.3,583,3.319,"['Chettinad', 'Biryani', 'South Indian', 'Seafood']"
6718,Shahi Family Restaurant,Ulsoor,350,3.2,92,3.319,"['North Indian', 'Chinese', 'South Indian']"
6945,Tadkawala,Vasanth Nagar,200,3.2,94,3.318,['North Indian']
6865,Palak Ande Ka Funda,Brookefield,300,3.2,94,3.318,['North Indian']
6820,Konark Restaurant,Marathahalli,200,3.2,94,3.318,"['North Indian', 'South Indian']"
6609,Chord Road Resto-Bar,Rajajinagar,"1,000",3.2,97,3.315,"['North Indian', 'South Indian', 'Chinese']"
6815,Odisha Kitchen,Marathahalli,500,3.2,98,3.314,"['Oriya', 'North Indian', 'Chinese']"
6330,M.M.A. Kabab's & Biriyani Center,Brookefield,400,3.3,810,3.314,"['Arabian', 'Mughlai', 'Chinese', 'Kebab', 'Fast Food']"
6851,The Shawarma Inc,Koramangala 5th Block,200,3.2,99,3.313,"['Arabian', 'Fast Food']"
6174,Delhi Food Point,Koramangala 1st Block,250,3.3,916,3.312,"['North Indian', 'Beverages']"
7149,Dash In,BTM,600,3.1,53,3.312,"['North Indian', 'Chinese', 'Kerala']"
7415,Night Bell,BTM,450,3.1,53,3.312,"['Fast Food', 'North Indian']"
6975,Delhi Darbar Hotel,Kaggadasapura,350,3.2,103,3.31,['North Indian']
6917,Madagascar Kitchen,Kaggadasapura,450,3.2,105,3.309,"['Chinese', 'Kerala']"
7123,Sri Krishna Sagar,JP Nagar,300,3.1,55,3.308,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
7451,Kaggis,Uttarahalli,250,3.1,56,3.305,"['Fast Food', 'Bakery']"
7387,Maa Reddy's Hyderabadi Biryani House,Electronic City,500,3.1,56,3.305,"['Biryani', 'Andhra', 'North Indian']"
6779,Coast,Jeevan Bhima Nagar,750,3.2,110,3.305,"['Seafood', 'Mangalorean', 'North Indian', 'Biryani']"
7626,Sakshi,Bannerghatta Road,550,3.0,38,3.304,"['North Indian', 'Biryani', 'Chinese', 'Seafood']"
7186,Food Lounge,Yeshwantpur,400,3.1,57,3.303,['North Indian']
7410,Hot Rolls & House Of Kebabs,JP Nagar,200,3.1,57,3.303,"['Rolls', 'Kebab', 'Biryani']"
6997,Chellappa's,Kaggadasapura,500,3.2,115,3.301,"['Chettinad', 'South Indian', 'North Indian']"
6577,Sri Krishna Sagar,Banashankari,400,3.2,119,3.299,"['North Indian', 'Chinese']"
6789,Mr. Chef,New BEL Road,500,3.2,119,3.299,"['North Indian', 'Chinese', 'Biryani']"
7459,Desi Khana Khazana,Kanakapura Road,300,3.0,40,3.296,"['North Indian', 'Chinese']"
7112,Thindi Palace,Basaveshwara Nagar,600,3.1,61,3.295,"['North Indian', 'South Indian', 'Chinese']"
6557,Aapni Rasoi,Bellandur,400,3.2,127,3.294,['North Indian']
6688,New Taj,Ulsoor,300,3.2,128,3.293,"['North Indian', 'Chinese']"
7531,The Underground Gastropub,Koramangala 5th Block,"1,000",3.0,42,3.289,['Finger Food']
7500,Akshaya Donne Biriyani,JP Nagar,300,3.0,42,3.289,"['Biryani', 'South Indian', 'Kebab']"
7111,Bhukkads,Electronic City,400,3.1,64,3.289,"['Chinese', 'North Eastern']"
7414,Rags on Fire,Electronic City,600,3.1,64,3.289,['Cafe']
6730,Pavithra Restaurant,Jayanagar,300,3.2,137,3.289,"['South Indian', 'North Indian', 'Chinese']"
7593,Indian Bistro,Sahakara Nagar,800,3.0,43,3.285,"['North Indian', 'Chinese', 'Continental']"
7619,Bhikaram Chandmal Bhujiawala,Indiranagar,200,3.0,43,3.285,['Street Food']
7216,Go Gharelu,Marathahalli,250,3.1,67,3.284,"['North Indian', 'Biryani']"
6696,Garma Garam,Bannerghatta Road,350,3.2,149,3.283,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
6821,Esfahan Restaurant,Electronic City,700,3.2,150,3.283,"['North Indian', 'Lucknowi', 'Mughlai', 'Biryani']"
7665,Udupi Garden,Yeshwantpur,300,3.0,44,3.282,"['North Indian', 'Chinese', 'South Indian', 'Street Food']"
7502,Night Cafe,BTM,350,3.0,45,3.279,"['North Indian', 'Chinese', 'Fast Food']"
7640,Udupi Grand,Nagarbhavi,400,3.0,45,3.279,"['South Indian', 'North Indian', 'Chinese']"
6736,New Food Magic,Electronic City,450,3.2,158,3.279,"['Andhra', 'Chinese', 'North Indian', 'South Indian']"
7430,Eatwell  Restaurant,Marathahalli,400,3.1,70,3.279,"['North Indian', 'Chinese', 'Biryani']"
7657,Village Palace,Electronic City,250,3.0,45,3.279,"['North Indian', 'Chinese', 'Andhra', 'Seafood']"
7334,HSR Agarval Bhavan,HSR,400,3.1,71,3.277,"['South Indian', 'Street Food', 'Fast Food', 'Desserts', 'Beverages']"
7322,New Andhra Chimney,Whitefield,700,3.1,71,3.277,"['Andhra', 'North Indian', 'Biryani']"
7494,Tandoori Delight,New BEL Road,300,3.0,46,3.275,"['North Indian', 'Chinese']"
7620,Hot & Cold Hut,Koramangala 4th Block,200,3.0,46,3.275,"['Fast Food', 'Rolls', 'Juices']"
7215,Donne Biriyani Mane,Kumaraswamy Layout,300,3.1,73,3.274,"['Biryani', 'Kebab']"
7633,Punjabi Virsa Restaurant,Kumaraswamy Layout,300,3.0,47,3.272,"['North Indian', 'Chinese']"
7241,Pizza Stop,New BEL Road,600,3.1,75,3.271,"['Pizza', 'Italian']"
7094,Just Eat,Nagarbhavi,400,3.1,76,3.269,"['North Indian', 'South Indian']"
6723,Sagar Deluxe,Kumaraswamy Layout,300,3.2,192,3.267,"['South Indian', 'North Indian', 'Chinese', 'Juices']"
7608,Muscat Restaurant,Marathahalli,400,3.0,49,3.266,"['North Indian', 'Chinese']"
6814,Special Biryani House,Whitefield,400,3.2,202,3.265,"['North Indian', 'Biryani', 'Chinese']"
7109,InnerChef,Hennur,500,3.1,79,3.265,"['North Indian', 'Continental']"
7375,Darjeeling Momo  Adda,Bannerghatta Road,200,3.1,81,3.262,"['Chinese', 'Tibetan', 'North Indian', 'Momos']"
7277,Joicy's Kitchen,Hennur,300,3.1,81,3.262,"['Charcoal Chicken', 'Chinese', 'Kerala', 'North Indian', 'Rolls', 'Juices']"
7659,Moghul's Restaurant,HBR Layout,700,3.0,51,3.26,"['Mughlai', 'North Indian', 'Chinese']"
7473,Northern Bites,Bannerghatta Road,400,3.0,52,3.257,"['North Indian', 'Chinese']"
6890,Kolkata Kitchen,Electronic City,400,3.2,236,3.257,"['North Indian', 'Fast Food', 'Biryani']"
7364,Karavali Kitchen,Sarjapur Road,400,3.1,85,3.257,"['Mangalorean', 'North Indian', 'Chinese']"
6796,Taste Of India Family Restaurant,Whitefield,400,3.2,233,3.257,"['North Indian', 'South Indian']"
6778,Udupi Grand Veg,Marathahalli,450,3.2,232,3.257,['South Indian']
7662,The Night Watch Express,Koramangala 1st Block,500,3.0,53,3.254,"['North Indian', 'Chinese']"
7682,Sultan's Biryani,Kalyan Nagar,700,2.9,38,3.254,"['Biryani', 'North Indian']"
6667,Folklore Restaurant,Sarjapur Road,450,3.2,263,3.252,"['North Indian', 'South Indian', 'Kerala', 'Seafood']"
7589,Hungry Nights,BTM,300,3.0,54,3.251,"['Chinese', 'North Indian']"
7624,Krutunga Restaurant,Whitefield,400,3.0,54,3.251,"['Andhra', 'Chinese', 'North Indian', 'Biryani', 'Beverages']"
6555,Kaayal,Brookefield,500,3.2,271,3.25,"['Kerala', 'Chinese']"
6663,NY Pizza & Waffles,Electronic City,400,3.2,278,3.249,"['Pizza', 'Desserts']"
7479,Happy Days,Electronic City,500,3.0,55,3.249,"['Biryani', 'North Indian', 'South Indian']"
7599,YumYumSouth,Hennur,600,3.0,55,3.249,['South Indian']
7623,Black Box,Rajarajeshwari Nagar,400,3.0,55,3.249,"['North Indian', 'Chinese']"
7638,Mithai Time,Whitefield,200,3.0,56,3.246,"['Mithai', 'North Indian', 'Street Food']"
7749,Peril Enthirikkunnu,Electronic City,250,2.9,40,3.245,"['Kerala', 'South Indian']"
7159,Red Chilli Restaurant,Bannerghatta Road,350,3.1,96,3.244,"['North Indian', 'Chinese']"
7512,Fujan,Frazer Town,700,3.0,57,3.243,"['Chinese', 'Thai', 'Seafood']"
7201,Desi Bytes,Old Airport Road,450,3.1,97,3.243,"['North Indian', 'Chinese']"
6898,Dakshin  Sagar,HSR,400,3.2,326,3.243,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
7592,Nammame Upachar,Nagarbhavi,400,3.0,57,3.243,"['South Indian', 'North Indian', 'Chinese']"
7252,Aryan's Kitchen,Whitefield,500,3.1,98,3.242,"['North Indian', 'Fast Food']"
7811,World In A Bowl,Indiranagar,600,2.9,41,3.241,"['Continental', 'North Indian', 'Desserts', 'Beverages']"
7304,The Kitchen Chef,Old Airport Road,500,3.1,99,3.241,"['Fast Food', 'North Indian', 'Chinese']"
7596,Punjabi Zaika,Kaggadasapura,500,3.0,59,3.238,"['North Indian', 'Chinese']"
7481,Chung Wah Opus,JP Nagar,650,3.0,59,3.238,"['Chinese', 'Thai']"
7551,Cross Roads Cafe,Indiranagar,500,3.0,59,3.238,"['Cafe', 'Italian', 'Tex-Mex', 'Fast Food', 'Burger']"
6797,The Shack,Jalahalli,550,3.2,368,3.238,"['North Indian', 'Chinese', 'Goan']"
7495,Desi Grill,Rammurthy Nagar,400,3.0,60,3.236,"['Chinese', 'North Indian']"
7783,Abzain Paradise,Sanjay Nagar,300,2.9,42,3.236,"['North Indian', 'Fast Food']"
7799,Udupi Thaja Thindi,BTM,250,2.9,42,3.236,"['North Indian', 'South Indian', 'Chinese']"
6827,New Punjabi Hotel,Old Airport Road,400,3.2,396,3.236,"['North Indian', 'Chinese']"
7262,Fresh Dinner,Bannerghatta Road,500,3.1,107,3.233,"['North Indian', 'Biryani']"
7577,Brewz Coffee,BTM,650,3.0,61,3.233,['Cafe']
6589,BFC Family Restaurant,Kaggadasapura,600,3.2,429,3.233,"['North Indian', 'Biryani', 'Chinese', 'Rolls']"
7119,Jhanhavi Restaurant,Marathahalli,400,3.1,108,3.232,"['North Indian', 'Chinese', 'South Indian', 'Biryani']"
7285,Guru Palace,Bannerghatta Road,650,3.1,108,3.232,"['Chinese', 'North Indian']"
7681,The Parotta Master,Jeevan Bhima Nagar,400,2.9,43,3.232,['South Indian']
7683,Kerala Mess,Nagawara,200,2.9,43,3.232,"['Kerala', 'North Indian']"
7081,Abhi Kabab Corner,Jalahalli,400,3.2,474,3.23,"['North Indian', 'Chinese']"
7815,Chandra Cafe,Yelahanka,200,2.9,44,3.228,"['South Indian', 'Chinese']"
7685,SHA- E- DARBAR,Yelahanka,500,2.9,44,3.228,"['North Indian', 'Chinese']"
7104,Hotel Gowdru Mane,Yeshwantpur,400,3.1,114,3.227,['North Indian']
7664,Under The Tree,Domlur,200,3.0,64,3.227,"['Desserts', 'Juices', 'Fast Food']"
7184,Delhi Mahal,Whitefield,400,3.1,115,3.226,"['North Indian', 'Mughlai', 'Chinese']"
7102,Subway,Jayanagar,500,3.1,115,3.226,"['Healthy Food', 'Sandwich', 'Salad']"
7390,Ghar Ka Chulha,Sarjapur Road,550,3.1,117,3.225,"['North Indian', 'Chinese']"
7743,Loca Moca,Frazer Town,600,2.9,45,3.224,"['Cafe', 'Continental']"
7744,Loca Moca,Frazer Town,600,2.9,45,3.224,"['Cafe', 'Continental']"
6845,Biriyani Nights,New BEL Road,500,3.2,716,3.221,"['Biryani', 'Kebab', 'Continental']"
7402,Chow San,Bannerghatta Road,500,3.1,122,3.221,"['Chinese', 'Thai', 'Momos']"
6805,Moriz Restaurant,Marathahalli,800,3.2,703,3.221,"['Arabian', 'North Indian', 'Seafood', 'Chinese', 'Biryani']"
7707,OrganicFeast,Electronic City,400,2.9,46,3.22,"['North Indian', 'Chinese', 'Healthy Food']"
7606,Sri Vishnupriya,BTM,300,3.0,67,3.22,"['South Indian', 'North Indian', 'Chinese']"
7769,Nagashree's,Shanti Nagar,550,2.9,46,3.22,"['South Indian', 'North Indian', 'Fast Food']"
7248,Paradise Premium,Banashankari,700,3.1,124,3.219,"['Biryani', 'Andhra', 'Hyderabadi', 'North Indian']"
7533,Brews N Bites,Jayanagar,650,3.0,68,3.218,"['Chinese', 'Fast Food', 'Cafe']"
7720,Allahabadi Tadaka,Domlur,250,2.9,47,3.217,['North Indian']
7722,Samruddhi Biryani,Bannerghatta Road,700,2.9,47,3.217,"['Biryani', 'North Indian']"
7718,Sandwich Shop,JP Nagar,350,2.9,47,3.217,"['Sandwich', 'Fast Food']"
7233,Chinese Chaska,Whitefield,550,3.1,127,3.217,"['Chinese', 'North Indian', 'Biryani']"
7214,Donne Biriyani House,Sarjapur Road,300,3.1,130,3.215,['Biryani']
7427,Flying Cakes,Electronic City,500,3.1,130,3.215,"['Bakery', 'Desserts']"
7211,The Grilled & Fried,Whitefield,300,3.1,133,3.213,['Fast Food']
7323,Tasty Treat,HSR,400,3.1,133,3.213,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
7779,PRS Indian Food Restaurant,Yeshwantpur,200,2.9,48,3.213,"['Chinese', 'North Indian', 'South Indian']"
7794,The Rennan's  Cafe,Kammanahalli,250,2.9,48,3.213,"['Chinese', 'Fast Food', 'Momos']"
7784,Kichukkhon,Marathahalli,250,2.9,48,3.213,"['Bengali', 'Oriya']"
7464,Hotel Khaaja,Bannerghatta Road,250,3.0,71,3.212,"['Biryani', 'Fast Food']"
7428,Chinese Street,Whitefield,650,3.1,134,3.212,['Chinese']
7605,Athithi Grand Restaurant,Kanakapura Road,700,3.0,74,3.206,"['Andhra', 'North Indian', 'Chinese']"
7709,The Chariot,Brigade Road,350,2.9,50,3.206,"['South Indian', 'North Indian', 'Chinese']"
7663,Aramane Restaurant,Rajajinagar,300,3.0,75,3.205,"['South Indian', 'Chinese', 'Fast Food']"
7892,Express Food Delivery,Ulsoor,500,2.8,38,3.204,"['North Indian', 'Chinese']"
7338,Idly Pidly,Bannerghatta Road,250,3.1,149,3.203,['South Indian']
7395,Amaravati Authentic Andhra Restaurant,Brookefield,600,3.1,149,3.203,"['Andhra', 'Chinese', 'North Indian', 'Biryani']"
7169,Venus Biryani,Domlur,200,3.1,151,3.202,"['Biryani', 'Chinese']"
7358,New Punjabi Pure Veg Restaurant,Sahakara Nagar,450,3.1,152,3.202,"['North Indian', 'Chinese']"
7425,Shahi Hyderabadi Dum Biryani,Kalyan Nagar,500,3.1,151,3.202,"['North Indian', 'Biryani']"
7767,Elements - Mapple Express,Whitefield,600,2.9,51,3.202,"['North Indian', 'Chinese', 'Fast Food']"
7106,Bendakaluru Bytes,Vijay Nagar,300,3.1,157,3.199,['Fast Food']
7708,Chatori Gali,JP Nagar,600,2.9,52,3.199,"['North Indian', 'Street Food']"
7853,Spicy Tandoor,Electronic City,400,2.8,39,3.199,"['North Indian', 'Chinese', 'Kebab', 'Mughlai']"
7534,Rajan's Cafe,Domlur,300,3.0,79,3.198,"['North Indian', 'Chinese', 'Fast Food']"
